Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Gls/90,Ast,Ast/90,G+A,G+A/90,xG,xG/90,xAG,xAG/90,npxG,npxG/90,G-PK,G-PK/90,Tkl,Tkl/90,TklW,TklW/90,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks/90,Int,Int/90,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err,Err/90,DefAct,DefAct/90,PrgP,PrgP/90,PrgC,PrgC/90,KP,KP/90,Cmp%,Cmp%/90,SCA,SCA/90,Ast_stats_passing,Ast_stats_passing/90,xA,xA/90,PPA,PPA/90,GA,GA/90,Saves,Saves/90,Save%,Save%/90,CS,CS/90,CS%,CS%/90,PKA,PKA/90,PKsv,PKsv/90,Touches,Touches/90,Carries,Carries/90,PrgR,PrgR/90,Mis,Mis/90,Dis,Dis/90,CrdY,CrdY/90,CrdR,CrdR/90,PKwon,PKwon/90,PKcon,PKcon/90,Recov,Recov/90
2169,Benito Ramírez,ESP,"DF,FW",Las Palmas,La Liga,29,19,2,478,5.3,0,0,0,0,0,0,0.3,0.05648535565,0.9,0.1694560669,0.3,0.05648535565,0,0,10,1.882845188,5,0.9414225941,4,6,0,8,1.506276151,1,0.1882845188,11,2.071129707,14,2.635983264,1,0.1882845188,18,3.389121339,16,3.012552301,14,2.635983264,13,2.447698745,79.4,14.94979079,28,5.271966527,0,0,1,0.1882845188,8,1.506276151,,0,,0,,0,,0,,0,,0,,0,406,76.44351464,211,39.72803347,62,11.67364017,10,1.882845188,6,1.129707113,2,0.3765690377,1,0.1882845188,0,0,0,0,32,6.025104603
2170,Sandro Ramírez,ESP,"FW,MF",Las Palmas,La Liga,29,31,25,2034,22.6,9,0.3982300885,3,0.1327433628,12,0.5309734513,4.1,0.1814159292,3.4,0.1504424779,3.3,0.1460176991,8,0.3539823009,27,1.194690265,15,0.6637168142,10,13,4,20,0.8849557522,16,0.7079646018,43,1.902654867,22,0.9734513274,2,0.08849557522,61,2.699115044,52,2.300884956,52,2.300884956,28,1.238938053,64.2,2.840707965,59,2.610619469,3,0.1327433628,3.2,0.1415929204,10,0.4424778761,,0,,0,,0,,0,,0,,0,,0,930,41.15044248,469,20.75221239,121,5.353982301,49,2.168141593,28,1.238938053,6,0.2654867257,0,0,1,0.04424778761,1,0.04424778761,93,4.115044248
2171,Jacobo Ramón,ESP,DF,Real Madrid,La Liga,19,3,2,204,2.3,1,0.4411764706,0,0,1,0.4411764706,0.2,0.08823529412,0.2,0.08823529412,0.2,0.08823529412,1,0.4411764706,7,3.088235294,3,1.323529412,4,3,0,1,0.4411764706,3,1.323529412,10,4.411764706,8,3.529411765,2,0.8823529412,9,3.970588235,1,0.4411764706,0,0,1,0.4411764706,93.3,41.16176471,4,1.764705882,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,117,51.61764706,59,26.02941176,2,0.8823529412,2,0.8823529412,1,0.4411764706,1,0.4411764706,0,0,0,0,0,0,5,2.205882353
2172,Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,23,22,12,1066,11.8,10,0.8442776735,3,0.2532833021,13,1.097560976,13.6,1.148217636,2.2,0.1857410882,11.3,0.9540337711,8,0.6754221388,11,0.9287054409,6,0.5065666041,5,5,1,5,0.4221388368,0,0,11,0.9287054409,5,0.4221388368,0,0,16,1.350844278,24,2.026266417,11,0.9287054409,15,1.26641651,80.1,6.762664165,30,2.532833021,3,0.2532833021,1.4,0.1181988743,9,0.7598499062,,0,,0,,0,,0,,0,,0,,0,353,29.80300188,155,13.08630394,63,5.318949343,16,1.350844278,11,0.9287054409,1,0.08442776735,0,0,1,0.08442776735,0,0,18,1.519699812
2173,Aaron Ramsdale,ENG,GK,Southampton,Premier League,26,30,30,2700,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06666666667,2,0.06666666667,10,0.3333333333,3,0.1,-1,-0.03333333333,0,0,0,0,0,0,63.3,2.11,3,0.1,0,0,0.1,0.003333333333,1,0.03333333333,66,2.2,120,4,67.6,2.253333333,3,0.1,10,0.3333333333,5,0.1666666667,2,0.06666666667,1314,43.8,786,26.2,0,0,3,0.1,0,0,2,0.06666666667,0,0,0,0,0,0,23,0.7666666667
2174,Jacob Ramsey,ENG,"FW,MF",Aston Villa,Premier League,23,29,19,1623,18,1,0.05545286506,3,0.1663585952,4,0.2218114603,1.6,0.0887245841,2.3,0.1275415896,1.6,0.0887245841,1,0.05545286506,30,1.663585952,15,0.831792976,14,10,6,23,1.275415896,8,0.4436229205,38,2.107208872,8,0.4436229205,1,0.05545286506,60,3.327171904,68,3.770794824,61,3.382624769,21,1.164510166,84.8,4.702402957,51,2.828096118,3,0.1663585952,2.2,0.1219963031,21,1.164510166,,0,,0,,0,,0,,0,,0,,0,762,42.25508318,496,27.50462107,114,6.321626617,42,2.329020333,23,1.275415896,4,0.2218114603,1,0.05545286506,1,0.05545286506,0,0,83,4.6025878
2175,Luca Ranieri,ITA,DF,Fiorentina,Serie A,25,35,34,2981,33.1,0,0,3,0.09057363301,3,0.09057363301,1.1,0.0332103321,1.7,0.05132505871,1.1,0.0332103321,0,0,42,1.268030862,24,0.7245890641,28,12,2,47,1.418986917,27,0.8151626971,69,2.083193559,154,4.649446494,1,0.030191211,115,3.471989265,80,2.41529688,25,0.7547802751,16,0.483059376,85.4,2.57832942,28,0.8453539081,3,0.09057363301,1.4,0.0422676954,11,0.332103321,,0,,0,,0,,0,,0,,0,,0,2124,64.12613217,1234,37.25595438,11,0.332103321,10,0.30191211,3,0.09057363301,7,0.211338477,0,0,0,0,1,0.030191211,95,2.868165045
2176,Grant Ranos,ARM,FW,Gladbach,Bundesliga,21,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,1,0,2,9,0,0,1,4.5,0,0,0,0,3,13.5,1,4.5,1,4.5,0,0,66.7,300.15,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,17,76.5,10,45,2,9,0,0,1,4.5,1,4.5,0,0,0,0,0,0,0,0
2177,Lilian Raolisoa,FRA,"DF,FW",Angers,Ligue 1,24,29,14,1318,14.6,0,0,3,0.2048558422,3,0.2048558422,0.7,0.04779969651,2,0.1365705615,0.7,0.04779969651,0,0,41,2.79969651,24,1.638846737,24,13,4,11,0.751138088,15,1.024279211,56,3.823975721,45,3.072837633,0,0,67,4.575113809,47,3.209408194,33,2.253414264,14,0.9559939302,69.5,4.745827011,32,2.185128983,3,0.2048558422,1.7,0.1160849772,16,1.092564492,,0,,0,,0,,0,,0,,0,,0,751,51.28224583,404,27.58725341,62,4.233687405,21,1.433990895,16,1.092564492,1,0.06828528073,2,0.1365705615,0,0,1,0.06828528073,76,5.189681335
2178,Raphinha,BRA,"FW,MF",Barcelona,La Liga,27,36,32,2839,31.5,18,0.570623459,9,0.2853117295,27,0.8559351884,19.2,0.6086650229,12.7,0.4026065516,17.6,0.5579429377,16,0.5072208524,36,1.141246918,22,0.6974286721,6,19,11,29,0.919337795,11,0.348714336,47,1.489961254,26,0.8242338852,0,0,76,2.409299049,135,4.279675942,94,2.979922508,91,2.884818598,71.1,2.253962663,163,5.167312434,9,0.2853117295,10.1,0.3201831631,67,2.123987319,,0,,0,,0,,0,,0,,0,,0,1863,59.059528,1016,32.20852413,349,11.06375484,53,1.680169074,29,0.919337795,4,0.1268052131,0,0,2,0.06340260655,0,0,94,2.979922508
2179,Marcus Rashford,ENG,"FW,MF",Manchester Utd,Premier League,26,15,12,978,10.9,4,0.3680981595,1,0.09202453988,5,0.4601226994,1.7,0.1564417178,2.1,0.1932515337,1.7,0.1564417178,4,0.3680981595,7,0.6441717791,4,0.3680981595,2,2,3,8,0.736196319,4,0.3680981595,11,1.012269939,7,0.6441717791,0,0,19,1.748466258,21,1.932515337,20,1.840490798,15,1.380368098,73.8,6.791411043,29,2.668711656,1,0.09202453988,1.4,0.1288343558,16,1.472392638,,0,,0,,0,,0,,0,,0,,0,440,40.49079755,293,26.96319018,79,7.26993865,14,1.288343558,6,0.5521472393,2,0.1840490798,0,0,0,0,0,0,24,2.208588957
2180,Marcus Rashford,ENG,FW,Aston Villa,Premier League,26,10,4,444,4.9,2,0.4054054054,2,0.4054054054,4,0.8108108108,3.1,0.6283783784,2.3,0.4662162162,2.3,0.4662162162,1,0.2027027027,10,2.027027027,7,1.418918919,2,3,5,2,0.4054054054,1,0.2027027027,11,2.22972973,3,0.6081081081,0,0,13,2.635135135,13,2.635135135,22,4.459459459,13,2.635135135,71.3,14.4527027,27,5.472972973,2,0.4054054054,2.1,0.4256756757,9,1.824324324,,0,,0,,0,,0,,0,,0,,0,227,46.01351351,127,25.74324324,42,8.513513514,8,1.621621622,1,0.2027027027,0,0,0,0,0,0,0,0,14,2.837837838
2181,Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,24,26,11,1103,12.3,6,0.4895738894,1,0.08159564823,7,0.5711695376,4,0.3263825929,2.4,0.1958295558,4,0.3263825929,6,0.4895738894,18,1.468721668,9,0.7343608341,6,10,2,10,0.8159564823,3,0.2447869447,21,1.713508613,13,1.060743427,0,0,31,2.529465095,42,3.427017226,18,1.468721668,28,2.28467815,68.3,5.572982774,51,4.16137806,1,0.08159564823,2.2,0.1795104261,7,0.5711695376,,0,,0,,0,,0,,0,,0,,0,549,44.79601088,263,21.45965549,57,4.650951949,25,2.039891206,9,0.7343608341,1,0.08159564823,0,0,0,0,0,0,43,3.508612874
2182,Andrei Ratiu,ROU,DF,Rayo Vallecano,La Liga,26,35,34,3065,34.1,2,0.05872756933,3,0.088091354,5,0.1468189233,1.8,0.0528548124,5.7,0.1673735726,1.8,0.0528548124,2,0.05872756933,71,2.084828711,41,1.203915171,40,21,10,45,1.32137031,27,0.792822186,98,2.877650897,73,2.143556281,2,0.05872756933,141,4.140293638,145,4.257748777,122,3.582381729,36,1.057096248,81.6,2.396084829,91,2.672104405,3,0.088091354,3.9,0.1145187602,23,0.6753670473,,0,,0,,0,,0,,0,,0,,0,2193,64.39477977,1190,34.94290375,167,4.903752039,69,2.026101142,49,1.438825449,5,0.1468189233,0,0,0,0,0,0,169,4.962479608
2183,Raúl,ESP,"FW,MF",Osasuna,La Liga,23,32,5,750,8.3,4,0.48,0,0,4,0.48,3.5,0.42,0.7,0.084,3.5,0.42,4,0.48,13,1.56,8,0.96,3,6,4,4,0.48,0,0,13,1.56,6,0.72,0,0,17,2.04,16,1.92,10,1.2,3,0.36,69,8.28,16,1.92,0,0,0.4,0.048,1,0.12,,0,,0,,0,,0,,0,,0,,0,266,31.92,153,18.36,49,5.88,24,2.88,13,1.56,1,0.12,0,0,0,0,0,0,14,1.68
2184,David Raum,GER,DF,RB Leipzig,Bundesliga,26,22,21,1783,19.8,1,0.05047672462,5,0.2523836231,6,0.3028603477,0.5,0.02523836231,6.5,0.32809871,0.5,0.02523836231,1,0.05047672462,38,1.918115536,28,1.413348289,16,14,8,25,1.261918116,9,0.4542905216,47,2.372406057,47,2.372406057,4,0.2019068985,68,3.432417274,71,3.583847448,36,1.817162086,48,2.422882782,69.4,3.503084689,73,3.684800897,5,0.2523836231,7.4,0.3735277622,21,1.060011217,,0,,0,,0,,0,,0,,0,,0,1389,70.1121705,593,29.9326977,127,6.410544027,16,0.8076275939,9,0.4542905216,5,0.2523836231,0,0,0,0,0,0,92,4.643858665
2185,Federico Ravaglia,ITA,GK,Bologna,Serie A,24,12,11,1056,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7670454545,0,0,0,0,0,0,0,0,1,0.08522727273,78.4,6.681818182,4,0.3409090909,0,0,0,0,0,0,14,1.193181818,10,0.8522727273,45.8,3.903409091,4,0.3409090909,36.4,3.102272727,1,0.08522727273,0,0,488,41.59090909,332,28.29545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1.363636364
2186,Rayan Raveloson,MAD,"MF,DF",Auxerre,Ligue 1,27,13,7,724,8,1,0.1243093923,0,0,1,0.1243093923,0.8,0.09944751381,0.2,0.02486187845,0.8,0.09944751381,1,0.1243093923,6,0.7458563536,5,0.6215469613,2,4,0,8,0.9944751381,5,0.6215469613,11,1.367403315,22,2.73480663,0,0,19,2.361878453,31,3.85359116,5,0.6215469613,3,0.3729281768,86.6,10.76519337,17,2.113259669,0,0,0.3,0.03729281768,6,0.7458563536,,0,,0,,0,,0,,0,,0,,0,401,49.8480663,216,26.85082873,12,1.491712707,11,1.367403315,11,1.367403315,3,0.3729281768,0,0,0,0,0,0,44,5.46961326
2187,David Raya,ESP,GK,Arsenal,Premier League,28,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05263157895,2,0.05263157895,21,0.5526315789,9,0.2368421053,-7,-0.1842105263,14,0.3684210526,0,0,1,0.02631578947,73.6,1.936842105,5,0.1315789474,0,0,0.1,0.002631578947,3,0.07894736842,34,0.8947368421,86,2.263157895,74.2,1.952631579,13,0.3421052632,34.2,0.9,3,0.07894736842,0,0,1480,38.94736842,921,24.23684211,0,0,1,0.02631578947,0,0,3,0.07894736842,0,0,0,0,1,0.02631578947,41,1.078947368
2188,Abderrahman Rebbach,ALG,"FW,MF",Alavés,La Liga,25,8,4,385,4.3,0,0,0,0,0,0,0.2,0.04675324675,0.3,0.07012987013,0.2,0.04675324675,0,0,3,0.7012987013,2,0.4675324675,3,0,0,4,0.9350649351,0,0,3,0.7012987013,6,1.402597403,0,0,7,1.636363636,5,1.168831169,16,3.74025974,6,1.402597403,62.7,14.65714286,10,2.337662338,0,0,0.4,0.09350649351,5,1.168831169,,0,,0,,0,,0,,0,,0,,0,173,40.44155844,103,24.07792208,34,7.948051948,9,2.103896104,5,1.168831169,1,0.2337662338,0,0,0,0,0,0,16,3.74025974
2189,Ante Rebić,CRO,"FW,MF",Lecce,Serie A,30,27,7,788,8.8,1,0.114213198,0,0,1,0.114213198,2.1,0.2398477157,2.1,0.2398477157,2.1,0.2398477157,1,0.114213198,12,1.370558376,9,1.027918782,5,5,2,7,0.7994923858,2,0.2284263959,14,1.598984772,4,0.4568527919,1,0.114213198,20,2.284263959,36,4.111675127,17,1.941624365,18,2.055837563,61.1,6.978426396,30,3.426395939,0,0,1.2,0.1370558376,11,1.256345178,,0,,0,,0,,0,,0,,0,,0,429,48.99746193,223,25.46954315,63,7.195431472,39,4.454314721,14,1.598984772,3,0.3426395939,2,0.2284263959,0,0,0,0,33,3.769035533
2190,Harrison Reed,ENG,MF,Fulham,Premier League,29,12,0,108,1.2,0,0,0,0,0,0,0.2,0.1666666667,0.1,0.08333333333,0.2,0.1666666667,0,0,6,5,3,2.5,3,2,1,1,0.8333333333,1,0.8333333333,7,5.833333333,3,2.5,0,0,8,6.666666667,4,3.333333333,1,0.8333333333,1,0.8333333333,70.9,59.08333333,1,0.8333333333,0,0,0.1,0.08333333333,1,0.8333333333,,0,,0,,0,,0,,0,,0,,0,78,65,31,25.83333333,7,5.833333333,2,1.666666667,2,1.666666667,2,1.666666667,0,0,0,0,1,0.8333333333,10,8.333333333
2191,Remy Rees-Dottin,ENG,FW,Bournemouth,Premier League,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,Sergio Reguilón,ESP,DF,Tottenham,Premier League,27,4,1,196,2.2,0,0,0,0,0,0,0.1,0.04591836735,0,0,0.1,0.04591836735,0,0,4,1.836734694,3,1.37755102,1,3,0,7,3.214285714,4,1.836734694,8,3.673469388,8,3.673469388,0,0,15,6.887755102,13,5.969387755,5,2.295918367,1,0.4591836735,68.4,31.40816327,1,0.4591836735,0,0,0.3,0.137755102,2,0.9183673469,,0,,0,,0,,0,,0,,0,,0,167,76.68367347,88,40.40816327,12,5.510204082,2,0.9183673469,1,0.4591836735,2,0.9183673469,0,0,0,0,0,0,14,6.428571429
2193,Tijjani Reijnders,NED,MF,Milan,Serie A,26,37,36,3128,34.8,10,0.2877237852,4,0.1150895141,14,0.4028132992,7.5,0.2157928389,3.5,0.1007033248,7.5,0.2157928389,10,0.2877237852,26,0.7480818414,13,0.3740409207,6,14,6,22,0.6329923274,38,1.093350384,64,1.841432225,28,0.8056265985,2,0.05754475703,84,2.416879795,230,6.617647059,111,3.193734015,47,1.35230179,87.5,2.51758312,117,3.366368286,4,0.1150895141,3.6,0.1035805627,56,1.611253197,,0,,0,,0,,0,,0,,0,,0,1863,53.60294118,1214,34.92966752,121,3.481457801,36,1.035805627,32,0.9207161125,2,0.05754475703,1,0.02877237852,1,0.02877237852,0,0,125,3.596547315
2194,Pepe Reina,ESP,GK,Como,Serie A,41,12,12,1034,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.2611218569,2,0.1740812379,-2,-0.1740812379,0,0,0,0,0,0,76.4,6.649903288,1,0.08704061896,0,0,0,0,0,0,14,1.218568665,27,2.350096712,68.3,5.944874275,2,0.1740812379,16.7,1.453578337,1,0.08704061896,0,0,381,33.16247582,245,21.32495164,0,0,0,0,0,0,0,0,1,0.08704061896,0,0,0,0,11,0.9574468085
2195,Vitor Reis,BRA,DF,Manchester City,Premier League,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,100,9000,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,3,270,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,Rocco Reitz,GER,MF,Gladbach,Bundesliga,22,27,21,1830,20.3,2,0.09836065574,1,0.04918032787,3,0.1475409836,1.7,0.08360655738,2.1,0.1032786885,1.7,0.08360655738,2,0.09836065574,52,2.557377049,24,1.180327869,24,24,4,39,1.918032787,53,2.606557377,105,5.163934426,59,2.901639344,2,0.09836065574,142,6.983606557,91,4.475409836,18,0.8852459016,16,0.7868852459,77.9,3.831147541,45,2.213114754,1,0.04918032787,2.2,0.1081967213,16,0.7868852459,,0,,0,,0,,0,,0,,0,,0,1199,58.96721311,614,30.19672131,30,1.475409836,25,1.229508197,23,1.131147541,1,0.04918032787,0,0,0,0,0,0,94,4.62295082
2197,Nicolai Remberg,GER,MF,Holstein Kiel,Bundesliga,24,32,26,2417,26.9,0,0,1,0.03723624328,1,0.03723624328,1.5,0.05585436492,0.8,0.02978899462,1.5,0.05585436492,0,0,45,1.675630947,25,0.9309060819,24,17,4,46,1.712867191,29,1.079851055,74,2.755482002,100,3.723624328,0,0,120,4.468349193,80,2.978899462,25,0.9309060819,9,0.3351261895,77.9,2.900703351,30,1.117087298,1,0.03723624328,1.1,0.0409598676,10,0.3723624328,,0,,0,,0,,0,,0,,0,,0,1316,49.00289615,552,20.55440629,31,1.154323542,22,0.8191973521,18,0.670252379,11,0.409598676,0,0,0,0,0,0,101,3.760860571
2198,Álex Remiro,ESP,GK,Real Sociedad,La Liga,29,36,36,3240,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02777777778,0,0,1,0,0,0,0,0,0,1,0.02777777778,18,0.5,4,0.1111111111,-3,-0.08333333333,1,0.02777777778,0,0,1,0.02777777778,74,2.055555556,6,0.1666666667,0,0,0,0,0,0,43,1.194444444,86,2.388888889,70.8,1.966666667,13,0.3611111111,36.1,1.002777778,5,0.1388888889,1,0.02777777778,1364,37.88888889,766,21.27777778,0,0,2,0.05555555556,0,0,0,0,0,0,0,0,0,0,64,1.777777778
2199,Devyne Rensch,NED,DF,Roma,Serie A,21,14,5,469,5.2,0,0,1,0.1918976546,1,0.1918976546,0.3,0.05756929638,0.8,0.1535181237,0.3,0.05756929638,0,0,17,3.262260128,13,2.49466951,8,8,1,5,0.9594882729,7,1.343283582,24,4.60554371,12,2.302771855,1,0.1918976546,28,5.373134328,14,2.686567164,2,0.3837953092,2,0.3837953092,81.9,15.71641791,14,2.686567164,1,0.1918976546,0.8,0.1535181237,4,0.7675906183,,0,,0,,0,,0,,0,,0,,0,319,61.21535181,161,30.89552239,25,4.797441365,5,0.9594882729,2,0.3837953092,0,0,0,0,0,0,0,0,13,2.49466951
2200,Daniel Requena,ESP,MF,Villarreal,La Liga,20,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,720,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,5,45,2,18,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,Guillaume Restes,FRA,GK,Toulouse,Ligue 1,19,29,29,2543,28.3,0,0,1,0.03539127015,1,0.03539127015,0,0,0.1,0.003539127015,0,0,0,0,2,0.07078254031,1,0.03539127015,2,0,0,0,0,1,0.03539127015,3,0.1061738105,16,0.5662603225,1,0.03539127015,2,0.07078254031,0,0,0,0,1,0.03539127015,72.4,2.562327959,3,0.1061738105,1,0.03539127015,0,0,0,0,36,1.274085726,58,2.052693669,62,2.19425875,8,0.2831301612,27.6,0.9767990562,1,0.03539127015,1,0.03539127015,867,30.68423122,522,18.47424302,0,0,2,0.07078254031,0,0,2,0.07078254031,0,0,0,0,1,0.03539127015,50,1.769563508
2202,Mateo Retegui,ITA,FW,Atalanta,Serie A,25,36,32,2383,26.5,25,0.9441879983,8,0.3021401595,33,1.246328158,18.9,0.7138061267,4.9,0.1850608477,14.9,0.562736047,21,0.7931179186,14,0.5287452791,9,0.3399076794,0,9,5,7,0.2643726395,4,0.1510700797,18,0.6798153588,17,0.6420478389,0,0,25,0.9441879983,46,1.737305917,21,0.7931179186,38,1.435165757,76.5,2.889215275,76,2.870331515,8,0.3021401595,2.2,0.08308854385,9,0.3399076794,,0,,0,,0,,0,,0,,0,,0,874,33.00881242,557,21.0365086,199,7.515736467,96,3.625681914,48,1.812840957,3,0.1133025598,0,0,2,0.07553503987,0,0,69,2.605958875
2203,Elvis Rexhbeçaj,KVX,MF,Augsburg,Bundesliga,26,27,22,1785,19.8,1,0.05042016807,1,0.05042016807,2,0.1008403361,1.4,0.07058823529,1.1,0.05546218487,1.4,0.07058823529,1,0.05042016807,27,1.361344538,19,0.9579831933,9,14,4,40,2.016806723,16,0.8067226891,43,2.168067227,22,1.109243697,1,0.05042016807,82,4.134453782,94,4.739495798,31,1.56302521,16,0.8067226891,70,3.529411765,56,2.823529412,1,0.05042016807,2,0.1008403361,23,1.159663866,,0,,0,,0,,0,,0,,0,,0,887,44.72268908,463,23.34453782,82,4.134453782,31,1.56302521,25,1.260504202,8,0.4033613445,0,0,0,0,0,0,85,4.285714286
2204,Gio Reyna,USA,MF,Dortmund,Bundesliga,21,16,3,350,3.9,2,0.5142857143,0,0,2,0.5142857143,0.2,0.05142857143,0.2,0.05142857143,0.2,0.05142857143,2,0.5142857143,7,1.8,0,0,3,0,4,3,0.7714285714,0,0,7,1.8,9,2.314285714,0,0,10,2.571428571,22,5.657142857,5,1.285714286,2,0.5142857143,78.8,20.26285714,6,1.542857143,0,0,0.7,0.18,6,1.542857143,,0,,0,,0,,0,,0,,0,,0,262,67.37142857,150,38.57142857,19,4.885714286,9,2.314285714,7,1.8,3,0.7714285714,0,0,0,0,0,0,19,4.885714286
2205,Chadi Riad,MAR,DF,Crystal Palace,Premier League,21,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,2,2,1,0,0,2,2,7,7,0,0,0,0,7,7,7,7,2,2,0,0,85.4,85.4,0,0,0,0,0,0,1,1,,0,,0,,0,,0,,0,,0,,0,90,90,58,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4
2206,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,24,30,30,2700,30,1,0.03333333333,1,0.03333333333,2,0.06666666667,1.6,0.05333333333,0.4,0.01333333333,1.6,0.05333333333,1,0.03333333333,32,1.066666667,19,0.6333333333,18,13,1,23,0.7666666667,27,0.9,59,1.966666667,143,4.766666667,3,0.1,79,2.633333333,178,5.933333333,25,0.8333333333,9,0.3,91.2,3.04,40,1.333333333,1,0.03333333333,1,0.03333333333,6,0.2,,0,,0,,0,,0,,0,,0,,0,2712,90.4,1737,57.9,8,0.2666666667,22,0.7333333333,10,0.3333333333,10,0.3333333333,0,0,0,0,1,0.03333333333,175,5.833333333
2207,Samuele Ricci,ITA,MF,Torino,Serie A,22,34,34,2825,31.4,1,0.03185840708,1,0.03185840708,2,0.06371681416,1.3,0.0414159292,0.6,0.01911504425,1.3,0.0414159292,1,0.03185840708,35,1.115044248,21,0.6690265487,15,14,6,23,0.7327433628,25,0.796460177,60,1.911504425,51,1.624778761,2,0.06371681416,81,2.580530973,116,3.695575221,43,1.369911504,15,0.4778761062,88,2.803539823,48,1.52920354,1,0.03185840708,1.2,0.0382300885,13,0.414159292,,0,,0,,0,,0,,0,,0,,0,1589,50.62300885,960,30.5840708,30,0.9557522124,35,1.115044248,18,0.5734513274,8,0.2548672566,1,0.03185840708,0,0,0,0,130,4.14159292
2208,Declan Rice,ENG,MF,Arsenal,Premier League,25,35,33,2825,31.4,4,0.1274336283,7,0.2230088496,11,0.3504424779,3.5,0.1115044248,6.6,0.2102654867,3.5,0.1115044248,4,0.1274336283,53,1.688495575,25,0.796460177,22,25,6,27,0.8601769912,25,0.796460177,78,2.484955752,51,1.624778761,0,0,105,3.345132743,192,6.116814159,90,2.867256637,59,1.879646018,83.4,2.65699115,111,3.536283186,7,0.2230088496,5.6,0.1784070796,35,1.115044248,,0,,0,,0,,0,,0,,0,,0,1948,62.06017699,1031,32.8460177,94,2.994690265,36,1.146902655,32,1.019469027,7,0.2230088496,1,0.03185840708,0,0,0,0,156,4.969911504
2209,Chris Richards,USA,DF,Crystal Palace,Premier League,24,24,22,1922,21.4,1,0.04682622268,0,0,1,0.04682622268,1.4,0.06555671176,0.1,0.004682622268,1.4,0.06555671176,1,0.04682622268,47,2.200832466,30,1.404786681,24,17,6,40,1.873048907,19,0.889698231,66,3.090530697,121,5.665972945,0,0,106,4.963579605,39,1.826222685,6,0.2809573361,2,0.09365244537,79.8,3.73673257,9,0.4214360042,0,0,0.6,0.02809573361,1,0.04682622268,,0,,0,,0,,0,,0,,0,,0,1118,52.35171696,517,24.20915713,2,0.09365244537,5,0.2341311134,5,0.2341311134,4,0.1873048907,1,0.04682622268,1,0.04682622268,0,0,51,2.388137357
2210,Amir Richardson,MAR,MF,Fiorentina,Serie A,22,26,10,1024,11.4,1,0.087890625,1,0.087890625,2,0.17578125,0.9,0.0791015625,0.6,0.052734375,0.9,0.0791015625,1,0.087890625,30,2.63671875,13,1.142578125,13,15,2,14,1.23046875,6,0.52734375,36,3.1640625,29,2.548828125,1,0.087890625,49,4.306640625,47,4.130859375,19,1.669921875,8,0.703125,87.6,7.69921875,19,1.669921875,1,0.087890625,0.7,0.0615234375,6,0.52734375,,0,,0,,0,,0,,0,,0,,0,748,65.7421875,451,39.63867188,31,2.724609375,19,1.669921875,10,0.87890625,6,0.52734375,0,0,0,0,0,0,51,4.482421875
