Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Gls/90,Ast,Ast/90,G+A,G+A/90,xG,xG/90,xAG,xAG/90,npxG,npxG/90,G-PK,G-PK/90,Tkl,Tkl/90,TklW,TklW/90,Def 3rd,Mid 3rd,Att 3rd,Blocks,Blocks/90,Int,Int/90,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err,Err/90,DefAct,DefAct/90,PrgP,PrgP/90,PrgC,PrgC/90,KP,KP/90,Cmp%,Cmp%/90,SCA,SCA/90,Ast_stats_passing,Ast_stats_passing/90,xA,xA/90,PPA,PPA/90,GA,GA/90,Saves,Saves/90,Save%,Save%/90,CS,CS/90,CS%,CS%/90,PKA,PKA/90,PKsv,PKsv/90,Touches,Touches/90,Carries,Carries/90,PrgR,PrgR/90,Mis,Mis/90,Dis,Dis/90,CrdY,CrdY/90,CrdR,CrdR/90,PKwon,PKwon/90,PKcon,PKcon/90,Recov,Recov/90
743,Andy Diouf,FRA,MF,Lens,Ligue 1,21,34,27,2225,24.7,1,0.0404494382,2,0.0808988764,3,0.1213483146,2.9,0.1173033708,2.8,0.113258427,2.9,0.1173033708,1,0.0404494382,37,1.496629213,26,1.051685393,10,22,5,24,0.9707865169,15,0.606741573,52,2.103370787,18,0.7280898876,2,0.0808988764,74,2.993258427,116,4.692134831,82,3.316853933,33,1.334831461,79.5,3.215730337,85,3.438202247,2,0.0808988764,3.3,0.1334831461,31,1.253932584,,0,,0,,0,,0,,0,,0,,0,1367,55.29438202,751,30.37752809,94,3.802247191,75,3.033707865,42,1.698876404,2,0.0808988764,0,0,0,0,1,0.0404494382,154,6.229213483
744,Yehvann Diouf,SEN,GK,Reims,Ligue 1,24,34,34,3060,34,0,0,0,0,0,0,0.1,0.002941176471,0,0,0.1,0.002941176471,0,0,2,0.05882352941,1,0.02941176471,2,0,0,0,0,1,0.02941176471,3,0.08823529412,22,0.6470588235,4,0.1176470588,-1,-0.02941176471,1,0.02941176471,0,0,0,0,69.6,2.047058824,7,0.2058823529,0,0,0,0,0,0,47,1.382352941,131,3.852941176,76,2.235294118,7,0.2058823529,20.6,0.6058823529,4,0.1176470588,1,0.02941176471,1324,38.94117647,684,20.11764706,0,0,2,0.05882352941,0,0,1,0.02941176471,0,0,0,0,0,0,45,1.323529412
745,Assane Dioussé,SEN,MF,Auxerre,Ligue 1,26,17,7,663,7.4,0,0,0,0,0,0,0.1,0.01357466063,0.2,0.02714932127,0.1,0.01357466063,0,0,15,2.036199095,7,0.9502262443,9,5,1,6,0.814479638,12,1.628959276,27,3.665158371,15,2.036199095,0,0,33,4.479638009,33,4.479638009,1,0.1357466063,2,0.2714932127,89.6,12.16289593,13,1.764705882,0,0,0.1,0.01357466063,0,0,,0,,0,,0,,0,,0,,0,,0,431,58.50678733,276,37.46606335,6,0.814479638,6,0.814479638,4,0.5429864253,1,0.1357466063,0,0,0,0,0,0,41,5.56561086
746,Axel Disasi,FRA,DF,Aston Villa,Premier League,26,7,5,490,5.4,0,0,0,0,0,0,0.1,0.01836734694,0.4,0.07346938776,0.1,0.01836734694,0,0,8,1.469387755,5,0.9183673469,7,1,0,4,0.7346938776,5,0.9183673469,13,2.387755102,18,3.306122449,0,0,17,3.12244898,16,2.93877551,10,1.836734694,3,0.5510204082,86.8,15.94285714,9,1.653061224,0,0,0.3,0.05510204082,3,0.5510204082,,0,,0,,0,,0,,0,,0,,0,334,61.34693878,207,38.02040816,5,0.9183673469,3,0.5510204082,2,0.3673469388,2,0.3673469388,0,0,0,0,0,0,15,2.755102041
747,Axel Disasi,FRA,DF,Chelsea,Premier League,26,6,4,364,4,1,0.2472527473,0,0,1,0.2472527473,0.3,0.07417582418,0.1,0.02472527473,0.3,0.07417582418,1,0.2472527473,7,1.730769231,4,0.989010989,5,1,1,4,0.989010989,2,0.4945054945,9,2.225274725,11,2.71978022,1,0.2472527473,12,2.967032967,16,3.956043956,6,1.483516484,2,0.4945054945,90.8,22.45054945,2,0.4945054945,0,0,0.1,0.02472527473,2,0.4945054945,,0,,0,,0,,0,,0,,0,,0,323,79.86263736,196,48.46153846,2,0.4945054945,1,0.2472527473,3,0.7417582418,1,0.2472527473,0,0,0,0,0,0,15,3.708791209
748,Roman Dixon,ENG,DF,Everton,Premier League,19,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,2,0,1,1,1,1,6,6,3,3,0,0,7,7,0,0,0,0,0,0,57.9,57.9,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,36,36,16,16,1,1,2,2,0,0,0,0,0,0,0,0,0,0,6,6
749,Álvaro djaló,ESP,FW,Athletic Club,La Liga,24,17,7,659,7.3,1,0.1365705615,0,0,1,0.1365705615,0.8,0.1092564492,0.9,0.1229135053,0.8,0.1092564492,1,0.1365705615,8,1.092564492,5,0.6828528073,3,2,3,4,0.5462822458,1,0.1365705615,9,1.229135053,4,0.5462822458,0,0,13,1.775417299,13,1.775417299,22,3.004552352,4,0.5462822458,66.4,9.068285281,12,1.638846737,0,0,0.6,0.08194233687,6,0.8194233687,,0,,0,,0,,0,,0,,0,,0,230,31.41122914,151,20.62215478,60,8.194233687,29,3.960546282,13,1.775417299,2,0.2731411229,0,0,0,0,0,0,28,3.823975721
750,Djené,TOG,"DF,MF",Getafe,La Liga,32,31,31,2548,28.3,0,0,0,0,0,0,0.3,0.01059654631,0.6,0.02119309262,0.3,0.01059654631,0,0,25,0.8830455259,13,0.4591836735,12,11,2,18,0.6357927786,21,0.7417582418,46,1.624803768,107,3.779434851,3,0.1059654631,61,2.154631083,74,2.613814757,18,0.6357927786,9,0.3178963893,75.6,2.67032967,21,0.7417582418,0,0,0.8,0.02825745683,13,0.4591836735,,0,,0,,0,,0,,0,,0,,0,1164,41.11459969,514,18.15541601,21,0.7417582418,23,0.8124018838,17,0.6004709576,10,0.3532182104,1,0.03532182104,0,0,0,0,102,3.602825746
751,Nasser Djiga,BFA,DF,Wolves,Premier League,21,5,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.727272727,2,2.727272727,4,5.454545455,1,1.363636364,1,1.363636364,3,4.090909091,0,0,0,0,83.3,113.5909091,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,58,79.09090909,32,43.63636364,2,2.727272727,1,1.363636364,2,2.727272727,0,0,0,0,0,0,0,0,2,2.727272727
752,Berat Djimsiti,ALB,DF,Atalanta,Serie A,31,34,32,2640,29.3,1,0.03409090909,2,0.06818181818,3,0.1022727273,2.7,0.09204545455,1.3,0.04431818182,2.7,0.09204545455,1,0.03409090909,53,1.806818182,33,1.125,29,23,1,34,1.159090909,40,1.363636364,93,3.170454545,141,4.806818182,2,0.06818181818,125,4.261363636,109,3.715909091,32,1.090909091,11,0.375,87.7,2.989772727,30,1.022727273,2,0.06818181818,0.7,0.02386363636,12,0.4090909091,,0,,0,,0,,0,,0,,0,,0,2023,68.96590909,1097,37.39772727,42,1.431818182,10,0.3409090909,1,0.03409090909,6,0.2045454545,0,0,0,0,1,0.03409090909,102,3.477272727
753,Marko Dmitrović,SRB,GK,Leganés,La Liga,32,32,32,2880,32,0,0,0,0,0,0,0,0,0.2,0.00625,0,0,0,0,1,0.03125,1,0.03125,1,0,0,0,0,0,0,1,0.03125,27,0.84375,3,0.09375,-2,-0.0625,1,0.03125,0,0,1,0.03125,44.7,1.396875,6,0.1875,0,0,0.1,0.003125,0,0,49,1.53125,103,3.21875,72,2.25,10,0.3125,31.3,0.978125,7,0.21875,0,0,1145,35.78125,542,16.9375,0,0,1,0.03125,0,0,0,0,0,0,0,0,1,0.03125,37,1.15625
754,Ritsu Doan,JPN,"FW,MF",Freiburg,Bundesliga,26,34,33,2862,31.8,10,0.3144654088,7,0.2201257862,17,0.534591195,6.6,0.2075471698,3.7,0.1163522013,6.6,0.2075471698,10,0.3144654088,66,2.075471698,42,1.320754717,33,26,7,57,1.79245283,14,0.4402515723,80,2.51572327,47,1.477987421,1,0.03144654088,136,4.27672956,130,4.088050314,64,2.012578616,27,0.8490566038,71.8,2.257861635,111,3.490566038,7,0.2201257862,5.9,0.1855345912,48,1.509433962,,0,,0,,0,,0,,0,,0,,0,1537,48.33333333,827,26.00628931,178,5.597484277,58,1.823899371,62,1.949685535,2,0.06289308176,0,0,1,0.03144654088,1,0.03144654088,133,4.182389937
755,Dodô,BRA,DF,Fiorentina,Serie A,25,34,34,3025,33.6,0,0,4,0.1190082645,4,0.1190082645,1.4,0.04165289256,4.2,0.1249586777,1.4,0.04165289256,0,0,44,1.309090909,29,0.8628099174,25,11,8,22,0.6545454545,34,1.011570248,78,2.320661157,58,1.725619835,2,0.05950413223,98,2.915702479,128,3.808264463,143,4.254545455,36,1.07107438,77.6,2.308760331,75,2.231404959,4,0.1190082645,4.3,0.1279338843,40,1.190082645,,0,,0,,0,,0,,0,,0,,0,2083,61.97355372,1278,38.0231405,193,5.74214876,73,2.171900826,26,0.773553719,8,0.2380165289,0,0,2,0.05950413223,0,0,183,5.444628099
756,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26,34,34,3060,34,1,0.02941176471,1,0.02941176471,2,0.05882352941,2.6,0.07647058824,1.4,0.04117647059,2.6,0.07647058824,1,0.02941176471,37,1.088235294,24,0.7058823529,18,16,3,35,1.029411765,44,1.294117647,81,2.382352941,169,4.970588235,1,0.02941176471,115,3.382352941,96,2.823529412,13,0.3823529412,13,0.3823529412,78.3,2.302941176,32,0.9411764706,1,0.02941176471,0.9,0.02647058824,6,0.1764705882,,0,,0,,0,,0,,0,,0,,0,1654,48.64705882,883,25.97058824,14,0.4117647059,13,0.3823529412,6,0.1764705882,4,0.1176470588,0,0,0,0,1,0.02941176471,97,2.852941176
757,Matt Doherty,IRL,DF,Wolves,Premier League,32,30,25,2109,23.4,2,0.0853485064,1,0.0426742532,3,0.1280227596,1,0.0426742532,1.5,0.0640113798,1,0.0426742532,2,0.0853485064,38,1.621621622,21,0.8961593172,25,13,0,28,1.19487909,22,0.9388335704,60,2.560455192,102,4.352773826,3,0.1280227596,85,3.627311522,79,3.371266003,29,1.237553343,12,0.5120910384,82.8,3.533428165,25,1.06685633,1,0.0426742532,1.2,0.05120910384,15,0.640113798,,0,,0,,0,,0,,0,,0,,0,1534,65.46230441,825,35.20625889,41,1.749644381,11,0.4694167852,5,0.213371266,6,0.2560455192,0,0,0,0,0,0,106,4.523470839
758,Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22,29,16,1516,16.8,3,0.1781002639,6,0.3562005277,9,0.5343007916,1.3,0.077176781,4.8,0.2849604222,1.3,0.077176781,3,0.1781002639,31,1.840369393,22,1.306068602,9,12,10,11,0.6530343008,4,0.2374670185,35,2.077836412,2,0.1187335092,0,0,46,2.730870712,69,4.096306069,213,12.64511873,32,1.899736148,79.1,4.69591029,79,4.689973615,6,0.3562005277,3.8,0.2255936675,48,2.849604222,,0,,0,,0,,0,,0,,0,,0,1027,60.96965699,796,47.25593668,286,16.97889182,59,3.502638522,59,3.502638522,1,0.05936675462,0,0,0,0,0,0,63,3.740105541
759,Marc Domenech,ESP,"FW,MF",Mallorca,La Liga,18,10,3,303,3.4,0,0,0,0,0,0,0.7,0.2079207921,0.2,0.05940594059,0.7,0.2079207921,0,0,4,1.188118812,4,1.188118812,2,1,1,2,0.5940594059,0,0,4,1.188118812,2,0.5940594059,0,0,6,1.782178218,4,1.188118812,1,0.297029703,5,1.485148515,69.4,20.61386139,7,2.079207921,0,0,0.3,0.08910891089,4,1.188118812,,0,,0,,0,,0,,0,,0,,0,84,24.95049505,42,12.47524752,21,6.237623762,11,3.267326733,3,0.8910891089,0,0,0,0,0,0,0,0,8,2.376237624
760,Álex Domínguez,ESP,GK,Toulouse,Ligue 1,26,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7,344.3684211,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,4.736842105,,0,0,0,0,0,11,52.10526316,3,14.21052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Benjamín Domínguez,ARG,FW,Bologna,Serie A,20,24,16,1281,14.2,3,0.2107728337,2,0.1405152225,5,0.3512880562,2.2,0.1545667447,0.8,0.05620608899,2.2,0.1545667447,3,0.2107728337,18,1.264637002,7,0.4918032787,2,11,5,15,1.053864169,4,0.281030445,22,1.545667447,7,0.4918032787,0,0,37,2.599531616,32,2.24824356,50,3.512880562,10,0.7025761124,78.2,5.494145199,41,2.880562061,2,0.1405152225,0.9,0.06323185012,13,0.9133489461,,0,,0,,0,,0,,0,,0,,0,555,38.99297424,396,27.82201405,123,8.641686183,45,3.161592506,33,2.318501171,0,0,0,0,0,0,0,0,62,4.355971897
762,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23,19,13,1181,13.1,0,0,0,0,0,0,0.2,0.01524132091,0.1,0.007620660457,0.2,0.01524132091,0,0,23,1.752751905,11,0.8382726503,14,9,0,16,1.219305673,13,0.9906858594,36,2.743437765,80,6.096528366,1,0.07620660457,51,3.886536833,66,5.029635902,15,1.143099069,2,0.1524132091,88.5,6.744284505,6,0.4572396274,0,0,0.2,0.01524132091,0,0,,0,,0,,0,,0,,0,,0,,0,1116,85.0465707,683,52.04911092,4,0.3048264183,5,0.3810330229,0,0,1,0.07620660457,0,0,0,0,0,0,45,3.429297206
763,Israel Domínguez,ESP,FW,Sevilla,La Liga,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,500,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,2,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,26,34,23,1963,21.8,0,0,1,0.04584819154,1,0.04584819154,1.5,0.06877228732,1.3,0.05960264901,1.5,0.06877228732,0,0,86,3.942944473,45,2.063168619,40,35,11,38,1.742231279,29,1.329597555,115,5.272542028,54,2.475802343,1,0.04584819154,152,6.968925115,83,3.805399898,16,0.7335710647,13,0.5960264901,86.7,3.975038207,38,1.742231279,1,0.04584819154,1.6,0.07335710647,11,0.504330107,,0,,0,,0,,0,,0,,0,,0,1218,55.8430973,471,21.59449822,33,1.512990321,23,1.054508406,12,0.5501782985,9,0.4126337239,0,0,0,0,0,0,114,5.226693836
765,Sergi Dominguez,ESP,DF,Barcelona,La Liga,19,3,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.523255814,1,0.523255814,1,0,0,0,0,3,1.569767442,4,2.093023256,7,3.662790698,0,0,4,2.093023256,13,6.802325581,0,0,0,0,95,49.70930233,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,191,99.94186047,127,66.45348837,1,0.523255814,0,0,0,0,1,0.523255814,0,0,0,0,1,0.523255814,8,4.186046512
766,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,25,24,24,2091,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04304160689,1,0.04304160689,1,0,0,0,0,0,0,1,0.04304160689,14,0.6025824964,0,0,1,0.04304160689,0,0,0,0,0,0,87.3,3.757532281,2,0.08608321377,0,0,0,0,0,0,25,1.076040172,49,2.109038737,67.6,2.909612626,4,0.1721664275,16.7,0.718794835,1,0.04304160689,0,0,677,29.13916786,349,15.0215208,0,0,0,0,0,0,2,0.08608321377,0,0,0,0,0,0,40,1.721664275
767,Patrick Dorgu,DEN,DF,Manchester Utd,Premier League,19,12,10,842,9.4,0,0,0,0,0,0,0.4,0.04275534442,0.7,0.07482185273,0.4,0.04275534442,0,0,31,3.313539192,24,2.565320665,15,14,2,11,1.175771971,4,0.4275534442,35,3.741092637,23,2.458432304,2,0.2137767221,44,4.703087886,34,3.634204276,41,4.382422803,12,1.282660333,81,8.657957245,24,2.565320665,0,0,1.3,0.1389548694,11,1.175771971,,0,,0,,0,,0,,0,,0,,0,602,64.34679335,354,37.83847981,83,8.871733967,12,1.282660333,10,1.06888361,3,0.3206650831,1,0.106888361,0,0,0,0,37,3.954869359
768,Patrick Dorgu,DEN,"DF,FW",Lecce,Serie A,19,21,21,1840,20.4,3,0.1467391304,1,0.04891304348,4,0.1956521739,3.3,0.1614130435,1.5,0.07336956522,3.3,0.1614130435,3,0.1467391304,45,2.201086957,27,1.320652174,21,19,5,24,1.173913043,18,0.8804347826,63,3.081521739,42,2.054347826,2,0.09782608696,85,4.157608696,54,2.641304348,68,3.326086957,19,0.9293478261,77.5,3.79076087,58,2.836956522,1,0.04891304348,1,0.04891304348,21,1.027173913,,0,,0,,0,,0,,0,,0,,0,1011,49.45108696,557,27.24456522,117,5.722826087,37,1.809782609,37,1.809782609,2,0.09782608696,1,0.04891304348,1,0.04891304348,0,0,99,4.842391304
769,Alfie Dorrington,ENG,DF,Tottenham,Premier League,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8,603,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,16,102.8571429,12,77.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19.28571429
770,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8125,0,0,0,0,0,0,0,0,1,2.8125,1,2.8125,1,2.8125,0,0,84.6,237.9375,1,2.8125,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,29,81.5625,15,42.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.625
771,Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26,22,19,1335,14.8,2,0.1348314607,2,0.1348314607,4,0.2696629213,1,0.06741573034,1.1,0.07415730337,1,0.06741573034,2,0.1348314607,27,1.820224719,16,1.078651685,12,15,0,14,0.9438202247,17,1.146067416,44,2.966292135,17,1.146067416,2,0.1348314607,56,3.775280899,57,3.842696629,13,0.8764044944,13,0.8764044944,83.4,5.62247191,35,2.359550562,2,0.1348314607,2,0.1348314607,16,1.078651685,,0,,0,,0,,0,,0,,0,,0,798,53.79775281,459,30.94382022,21,1.415730337,16,1.078651685,13,0.8764044944,5,0.3370786517,1,0.06741573034,0,0,0,0,74,4.988764045
772,Alberto Dossena,ITA,DF,Como,Serie A,25,23,20,1825,20.3,0,0,2,0.09863013699,2,0.09863013699,0.8,0.03945205479,0.7,0.03452054795,0.8,0.03945205479,0,0,33,1.62739726,20,0.9863013699,23,8,2,22,1.084931507,22,1.084931507,55,2.712328767,89,4.389041096,1,0.04931506849,76,3.747945205,36,1.775342466,4,0.197260274,5,0.2465753425,87.6,4.32,11,0.5424657534,2,0.09863013699,0.4,0.0197260274,1,0.04931506849,,0,,0,,0,,0,,0,,0,,0,1220,60.16438356,693,34.17534247,1,0.04931506849,8,0.3945205479,3,0.1479452055,1,0.04931506849,1,0.04931506849,0,0,2,0.09863013699,68,3.353424658
773,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31,33,31,2564,28.5,3,0.1053042122,2,0.07020280811,5,0.1755070203,4.1,0.1439157566,2.4,0.08424336973,4.1,0.1439157566,3,0.1053042122,48,1.684867395,28,0.9828393136,21,20,7,31,1.088143526,10,0.3510140406,58,2.035881435,20,0.7020280811,1,0.03510140406,88,3.088923557,82,2.878315133,42,1.47425897,28,0.9828393136,80.3,2.818642746,58,2.035881435,2,0.07020280811,1.4,0.04914196568,15,0.5265210608,,0,,0,,0,,0,,0,,0,,0,1161,40.75273011,604,21.20124805,96,3.369734789,38,1.333853354,38,1.333853354,5,0.1755070203,1,0.03510140406,0,0,0,0,150,5.265210608
774,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,24,13,4,452,5,0,0,0,0,0,0,0.4,0.0796460177,0,0,0.4,0.0796460177,0,0,16,3.185840708,8,1.592920354,6,8,2,4,0.796460177,11,2.190265487,27,5.376106195,10,1.991150442,1,0.1991150442,30,5.973451327,19,3.783185841,2,0.3982300885,1,0.1991150442,85.3,16.98451327,9,1.792035398,0,0,0.1,0.01991150442,3,0.5973451327,,0,,0,,0,,0,,0,,0,,0,263,52.36725664,133,26.48230088,7,1.39380531,4,0.796460177,7,1.39380531,1,0.1991150442,0,0,0,0,0,0,31,6.172566372
775,Sékou Doucoure,FRA,DF,Nantes,Ligue 1,19,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22.5,0,0,0,0,0,0,0,0,0,0,80,600,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,8,60,5,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Désiré Doué,FRA,"FW,MF",Paris S-G,Ligue 1,19,31,18,1730,19.2,6,0.3121387283,6,0.3121387283,12,0.6242774566,5.1,0.2653179191,7.8,0.4057803468,5.1,0.2653179191,6,0.3121387283,48,2.497109827,30,1.560693642,15,19,14,26,1.352601156,13,0.676300578,61,3.173410405,7,0.3641618497,0,0,87,4.526011561,139,7.231213873,97,5.046242775,55,2.861271676,82.3,4.28150289,109,5.670520231,6,0.3121387283,5.7,0.2965317919,51,2.653179191,,0,,0,,0,,0,,0,,0,,0,1461,76.00578035,899,46.76878613,232,12.06936416,54,2.809248555,37,1.924855491,1,0.05202312139,0,0,2,0.1040462428,0,0,93,4.838150289
777,Guela Doué,CIV,DF,Strasbourg,Ligue 1,21,32,30,2717,30.2,1,0.03312476997,2,0.06624953993,3,0.0993743099,0.8,0.02649981597,0.7,0.02318733898,0.8,0.02649981597,1,0.03312476997,65,2.153110048,45,1.490614649,40,15,10,38,1.258741259,34,1.126242179,99,3.279352227,154,5.101214575,1,0.03312476997,136,4.504968715,173,5.730585204,51,1.689363268,11,0.3643724696,83.4,2.762605815,44,1.457489879,2,0.06624953993,1.1,0.03643724696,14,0.4637467795,,0,,0,,0,,0,,0,,0,,0,2421,80.19506809,1184,39.21972764,54,1.788737578,43,1.424365109,13,0.4306220096,7,0.2318733898,0,0,0,0,1,0.03312476997,162,5.366212735
778,Douglas,BRA,MF,Nantes,Ligue 1,27,28,28,2307,25.6,4,0.156046814,2,0.07802340702,6,0.2340702211,3.4,0.1326397919,1.5,0.05851755527,3.4,0.1326397919,4,0.156046814,69,2.691807542,42,1.638491547,29,31,9,51,1.989596879,32,1.248374512,101,3.940182055,47,1.833550065,0,0,152,5.929778934,125,4.876462939,14,0.5461638492,15,0.5851755527,86.5,3.374512354,34,1.326397919,2,0.07802340702,1.2,0.04681404421,12,0.4681404421,,0,,0,,0,,0,,0,,0,,0,1478,57.65929779,715,27.89336801,34,1.326397919,18,0.7022106632,14,0.5461638492,8,0.3120936281,0,0,0,0,1,0.03901170351,111,4.33029909
779,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,21,31,31,2639,29.3,1,0.03410382721,1,0.03410382721,2,0.06820765441,0.6,0.02046229632,1.1,0.03751420993,0.6,0.02046229632,1,0.03410382721,40,1.364153088,22,0.7502841986,19,18,3,31,1.057218643,25,0.8525956802,65,2.216748768,102,3.478590375,3,0.1023114816,93,3.17165593,116,3.956043956,20,0.6820765441,11,0.3751420993,88.7,3.025009473,22,0.7502841986,1,0.03410382721,0.5,0.0170519136,1,0.03410382721,,0,,0,,0,,0,,0,,0,,0,1944,66.29784009,1149,39.18529746,9,0.3069344449,21,0.7161803714,18,0.6138688897,7,0.2387267905,0,0,0,0,0,0,103,3.512694202
780,Issa Doumbia,ITA,MF,Venezia,Serie A,20,24,10,939,10.4,0,0,0,0,0,0,1,0.09584664537,0.1,0.009584664537,1,0.09584664537,0,0,14,1.341853035,8,0.7667731629,6,7,1,17,1.629392971,9,0.8626198083,23,2.204472843,14,1.341853035,1,0.09584664537,39,3.738019169,22,2.108626198,12,1.150159744,3,0.2875399361,74.9,7.178913738,17,1.629392971,0,0,0.2,0.01916932907,1,0.09584664537,,0,,0,,0,,0,,0,,0,,0,401,38.43450479,219,20.99041534,29,2.779552716,25,2.396166134,18,1.725239617,0,0,0,0,0,0,0,0,45,4.313099042
781,Kamory Doumbia,MLI,"MF,FW",Brest,Ligue 1,21,30,13,1322,14.7,3,0.2042360061,2,0.1361573374,5,0.3403933434,2.7,0.1838124054,1.2,0.08169440242,2.7,0.1838124054,3,0.2042360061,41,2.791225416,29,1.974281392,17,17,7,17,1.157337368,28,1.906202723,69,4.697428139,13,0.8850226929,1,0.06807866868,85,5.786686838,72,4.901664145,17,1.157337368,26,1.770045386,80.5,5.480332829,58,3.948562784,2,0.1361573374,1.8,0.1225416036,9,0.6127080182,,0,,0,,0,,0,,0,,0,,0,895,60.93040847,467,31.79273828,54,3.676248109,42,2.859304085,24,1.633888048,1,0.06807866868,0,0,0,0,0,0,87,5.922844175
782,Amidou Doumbouya,FRA,DF,Nice,Ligue 1,16,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.956521739,1,1.956521739,0,0,1,3,5.869565217,1,1.956521739,2,3.913043478,1,1.956521739,0,0,5,9.782608696,1,1.956521739,1,1.956521739,0,0,76,148.6956522,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,31,60.65217391,17,33.26086957,0,0,0,0,1,1.956521739,0,0,0,0,0,0,0,0,6,11.73913043
783,Anastasios Douvikas,GRE,FW,Como,Serie A,24,13,6,580,6.4,2,0.3103448276,2,0.3103448276,4,0.6206896552,2.5,0.3879310345,1.1,0.1706896552,2.5,0.3879310345,2,0.3103448276,3,0.4655172414,2,0.3103448276,0,3,0,3,0.4655172414,1,0.1551724138,4,0.6206896552,3,0.4655172414,0,0,7,1.086206897,6,0.9310344828,8,1.24137931,9,1.396551724,76.4,11.85517241,19,2.948275862,2,0.3103448276,0.7,0.1086206897,1,0.1551724138,,0,,0,,0,,0,,0,,0,,0,182,28.24137931,113,17.53448276,36,5.586206897,25,3.879310345,12,1.862068966,1,0.1551724138,0,0,0,0,0,0,11,1.706896552
784,Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,24,20,6,700,7.8,3,0.3857142857,1,0.1285714286,4,0.5142857143,4.4,0.5657142857,0.2,0.02571428571,4.4,0.5657142857,3,0.3857142857,9,1.157142857,4,0.5142857143,2,6,1,5,0.6428571429,3,0.3857142857,12,1.542857143,6,0.7714285714,0,0,17,2.185714286,6,0.7714285714,6,0.7714285714,3,0.3857142857,71,9.128571429,11,1.414285714,1,0.1285714286,0.2,0.02571428571,1,0.1285714286,,0,,0,,0,,0,,0,,0,,0,192,24.68571429,120,15.42857143,43,5.528571429,23,2.957142857,19,2.442857143,2,0.2571428571,0,0,0,0,0,0,15,1.928571429
785,Artem Dovbyk,UKR,FW,Roma,Serie A,27,32,27,2418,26.9,12,0.4466501241,2,0.07444168734,14,0.5210918114,11.9,0.4429280397,2.4,0.08933002481,10.3,0.3833746898,10,0.3722084367,4,0.1488833747,2,0.07444168734,0,1,3,10,0.3722084367,2,0.07444168734,6,0.223325062,12,0.4466501241,0,0,16,0.5955334988,16,0.5955334988,24,0.8933002481,25,0.9305210918,74.1,2.758064516,52,1.935483871,2,0.07444168734,1.5,0.05583126551,4,0.1488833747,,0,,0,,0,,0,,0,,0,,0,654,24.34243176,355,13.2133995,175,6.513647643,79,2.94044665,33,1.228287841,0,0,0,0,0,0,0,0,26,0.9677419355
